"","District","Income Stream","Cohort","Year","Amount","Status"
"1603","Control Kibaale","Casual Labour Income","2022","Base","64.809234599999996","Control"
"1604","Control Kaliro","Casual Labour Income","2022","Base","50.631838270000003","Control"
"1605","Control Kanungu","Casual Labour Income","2018","Base","122.2622009569378","Control"
"1606","Control Mitooma","Casual Labour Income","2020","Base","101.994654","Control"
"1607","Control Rubanda","Casual Labour Income","2021","Base","99.05","Control"
"1608","Control Kanungu","Casual Labour Income","2018","Base","114.78","Control"
"1609","Control Mitooma","Casual Labour Income","2020","Base","103.28703552","Control"
"1610","Control Kanungu","Casual Labour Income","2018","Base","69.672780000000003","Control"
"1611","Control Kanungu","Casual Labour Income","2018","Base","108.19","Control"
"1612","Control Kanungu","Remit and Gifts Income","2018","Base","5.0666666666666673","Control"
"1613","Control Mitooma","Remit and Gifts Income","2020","Base","5.43603093178164","Control"
"1614","Control Rubanda","Remit and Gifts Income","2021","Base","11.358551","Control"
"1615","Control Kibaale","Remit and Gifts Income","2022","Base","6.4102138999999996","Control"
"1616","Control Kaliro","Remit and Gifts Income","2022","Base","2.2072946199999999","Control"
"1617","Control Kanungu","Remit and Gifts Income","2018","Base","4.9756681889645877","Control"
"1618","Control Mitooma","Remit and Gifts Income","2020","Base","7.4630098941156051","Control"
"1619","Control Rubanda","Remit and Gifts Income","2021","Base","15.257918999999999","Control"
"1620","Control Kibaale","Remit and Gifts Income","2022","Base","7.0206206","Control"
"1621","Control Kaliro","Remit and Gifts Income","2022","12  months","18.855929849999999","Control"
"1622","Control Kanungu","Remit and Gifts Income","2018","12  months","14.641116526362428","Control"
"1623","Control Mitooma","Remit and Gifts Income","2020","12  months","34.840000000000003","Control"
"1624","Control Rubanda","Remit and Gifts Income","2021","12  months","22.178117","Control"
"1625","Control Kibaale","Remit and Gifts Income","2022","12  months","9.0130266999999993","Control"
"1626","Control Kaliro","Remit and Gifts Income","2022","12  months","21.79002174","Control"
"1627","Control Kanungu","Remit and Gifts Income","2018","12  months","17.875598086124402","Control"
"1628","Control Mitooma","Remit and Gifts Income","2020","12  months","29.736825","Control"
"1629","Control Rubanda","Remit and Gifts Income","2021","12  months","18.18","Control"
"1630","Control Kanungu","Remit and Gifts Income","2018","12  months","17.38","Control"
"1631","Control Mitooma","Remit and Gifts Income","2020","12  months","35.204412560000002","Control"
"1632","Control Kanungu","Remit and Gifts Income","2018","12  months","37.394595000000002","Control"
"1633","Control Kanungu","Remit and Gifts Income","2018","12  months","29.05","Control"
"1634","Control Kanungu","Rent Income","2018","12  months","1.4414414414414414","Control"
"1635","Control Mitooma","Rent Income","2020","12  months","0.97634178087435874","Control"
"1636","Control Rubanda","Rent Income","2021","12  months","10.054728000000001","Control"
"1637","Control Kibaale","Rent Income","2022","12  months","10.0259769","Control"
"1638","Control Kaliro","Rent Income","2022","12  months","2.58291","Control"
"1639","Control Kanungu","Rent Income","2018","12  months","1.5010855731077339","Control"
"1640","Control Mitooma","Rent Income","2020","12  months","4.6547474396806114","Control"
"1641","Control Rubanda","Rent Income","2021","12  months","6.7784319999999996","Control"
"1642","Control Kibaale","Rent Income","2022","12  months","10.1181181","Control"
"1643","Control Kaliro","Rent Income","2022","12  months","7.9149786300000002","Control"
"1644","Control Kanungu","Rent Income","2018","12  months","8.0593708462560922","Control"
"1645","Control Mitooma","Rent Income","2020","12  months","3.18","Control"
"1646","Control Rubanda","Rent Income","2021","12  months","8.8385680000000004","Control"
"1647","Control Kibaale","Rent Income","2022","12  months","11.1492281","Control"
"1648","Control Kaliro","Rent Income","2022","12  months","7.1752047000000001","Control"
"1649","Control Kanungu","Rent Income","2018","12  months","2.1291866028708135","Control"
"1650","Control Mitooma","Rent Income","2020","12  months","4.3480840000000001","Control"
"1651","Control Rubanda","Rent Income","2021","12  months","2.72","Control"
"1652","Control Kanungu","Rent Income","2018","12  months","3.93","Control"
"1653","Control Mitooma","Rent Income","2020","12  months","4.6602830199999996","Control"
"1654","Control Kanungu","Rent Income","2018","12  months","8.579853","Control"
"1655","Control Kanungu","Rent Income","2018","12  months","3.63","Control"
"1656","Control Kanungu","Perennial Crop Income","2018","12  months","0","Control"
"1657","Control Mitooma","Perennial Crop Income","2020","12  months","53.172421713498203","Control"
"1658","Control Rubanda","Perennial Crop Income","2021","12  months","5.8496880000000004","Control"
"1659","Control Kibaale","Perennial Crop Income","2022","12  months","23.5729288","Control"
"1660","Control Kaliro","Perennial Crop Income","2022","12  months","1.894053","Control"
"1661","Control Kanungu","Perennial Crop Income","2018","12  months","44.740540540540543","Control"
"1662","Control Mitooma","Perennial Crop Income","2020","12  months","94.165405311577857","Control"
"1663","Control Rubanda","Perennial Crop Income","2021","12  months","8.0116060000000004","Control"
"1664","Control Kibaale","Perennial Crop Income","2022","12  months","26.520320300000002","Control"
"1665","Control Kaliro","Perennial Crop Income","2022","12  months","0.67761806999999996","Control"
"1666","Control Kanungu","Perennial Crop Income","2018","12  months","61.281642298035742","Control"
"1667","Control Mitooma","Perennial Crop Income","2020","12  months","74.680000000000007","Control"
"1668","Control Rubanda","Perennial Crop Income","2021","12  months","8.7317669999999996","Control"
"1669","Control Kibaale","Perennial Crop Income","2022","12  months","26.075286299999998","Control"
"1670","Control Kaliro","Perennial Crop Income","2022","12  months","5.1956017699999997","Control"
"1671","Control Kanungu","Perennial Crop Income","2018","12  months","86.778639781271352","Control"
"1672","Control Mitooma","Perennial Crop Income","2020","12  months","78.579464000000002","Control"
"1673","Control Rubanda","Perennial Crop Income","2021","12  months","11.73","Control"
"1674","Control Kanungu","Perennial Crop Income","2018","12  months","58.24","Control"
"1675","Control Mitooma","Perennial Crop Income","2020","12  months","86.615183500000001","Control"
"1676","Control Kanungu","Perennial Crop Income","2018","12  months","89.616550000000004","Control"
"1677","Control Kanungu","Perennial Crop Income","2018","12  months","95.52","Control"
"1678","Control Kanungu","Seasonal Crop Income","2018","12  months","108.20440807207206","Control"
"1679","Control Mitooma","Seasonal Crop Income","2020","12  months","14.087282750172267","Control"
"1680","Control Rubanda","Seasonal Crop Income","2021","12  months","50.843077999999998","Control"
"1681","Control Kibaale","Seasonal Crop Income","2022","12  months","89.092388200000002","Control"
"1682","Control Kaliro","Seasonal Crop Income","2022","12  months","49.910617139999999","Control"
"1683","Control Kanungu","Seasonal Crop Income","2018","12  months","94.311858950363103","Control"
"1684","Control Mitooma","Seasonal Crop Income","2020","12  months","18.702135045998958","Control"
"1685","Control Rubanda","Seasonal Crop Income","2021","12  months","63.291609999999999","Control"
"1686","Control Kibaale","Seasonal Crop Income","2022","12  months","100.6263263","Control"
"1687","Control Kaliro","Seasonal Crop Income","2022","12  months","62.356013099999998","Control"
"1688","Control Kanungu","Seasonal Crop Income","2018","12  months","58.002953773445576","Control"
"1689","Control Mitooma","Seasonal Crop Income","2020","12  months","28.11","Control"
"1690","Control Rubanda","Seasonal Crop Income","2021","12  months","72.337288000000001","Control"
"1691","Control Kibaale","Seasonal Crop Income","2022","12  months","102.83269199999999","Control"
"1692","Control Kaliro","Seasonal Crop Income","2022","12  months","77.574799830000003","Control"
"1693","Control Kanungu","Seasonal Crop Income","2018","12  months","76.291753246753245","Control"
"1694","Control Mitooma","Seasonal Crop Income","2020","12  months","30.053311999999998","Control"
"1695","Control Rubanda","Seasonal Crop Income","2021","12  months","109.15","Control"
"1696","Control Kanungu","Seasonal Crop Income","2018","24 months","79.209999999999994","Control"
"1697","Control Mitooma","Seasonal Crop Income","2020","24 months","40.892284060000001","Control"
"1698","Control Kanungu","Seasonal Crop Income","2018","24 months","81.824288999999993","Control"
"1699","Control Kanungu","Seasonal Crop Income","2018","24 months","93.47","Control"
"1700","Control Kanungu","Season1 Value","2018","24 months","71.482586666666663","Control"
"1701","Control Mitooma","Season1 Value","2020","24 months","42.782865017992499","Control"
"1702","Control Rubanda","Season1 Value","2021","24 months","63.104829000000002","Control"
"1703","Control Kibaale","Season1 Value","2022","24 months","77.280884900000004","Control"
"1704","Control Kaliro","Season1 Value","2022","24 months","98.805134989999999","Control"
"1705","Control Kanungu","Season1 Value","2018","24 months","82.800052406977613","Control"
"1706","Control Mitooma","Season1 Value","2020","24 months","63.296273563617426","Control"
"1707","Control Rubanda","Season1 Value","2021","24 months","129.452617","Control"
"1708","Control Kibaale","Season1 Value","2022","24 months","89.612724099999994","Control"
"1709","Control Kaliro","Season1 Value","2022","24 months","105.34795216000001","Control"
"1710","Control Kanungu","Season1 Value","2018","24 months","61.660927484861915","Control"
"1711","Control Mitooma","Season1 Value","2020","24 months","60.3","Control"
"1712","Control Rubanda","Season1 Value","2021","24 months","153.175139","Control"
"1713","Control Kibaale","Season1 Value","2022","24 months","99.867711299999996","Control"
"1714","Control Kaliro","Season1 Value","2022","24 months","109.75859086","Control"
"1715","Control Kanungu","Season1 Value","2018","24 months","103.76534518113466","Control"
"1716","Control Mitooma","Season1 Value","2020","24 months","90.824291000000002","Control"
"1717","Control Rubanda","Season1 Value","2021","24 months","160.71","Control"
"1718","Control Kanungu","Season1 Value","2018","24 months","123.3","Control"
"1719","Control Mitooma","Season1 Value","2020","24 months","95.435210299999994","Control"
"1720","Control Kanungu","Season1 Value","2018","24 months","173.10626400000001","Control"
"1721","Control Kanungu","Season1 Value","2018","24 months","189.35","Control"
"1722","Control Kanungu","Season2 Value","2018","24 months","58.298306306306308","Control"
"1723","Control Mitooma","Season2 Value","2020","24 months","35.025495750708217","Control"
"1724","Control Rubanda","Season2 Value","2021","24 months","63.303339999999999","Control"
"1725","Control Kibaale","Season2 Value","2022","24 months","66.658362400000001","Control"
"1726","Control Kaliro","Season2 Value","2022","24 months","37.259761130000001","Control"
"1727","Control Kanungu","Season2 Value","2018","24 months","78.233547952384498","Control"
"1728","Control Mitooma","Season2 Value","2020","24 months","39.988029855927792","Control"
"1729","Control Rubanda","Season2 Value","2021","24 months","119.184855","Control"
"1730","Control Kibaale","Season2 Value","2022","24 months","75.554750799999994","Control"
"1731","Control Kaliro","Season2 Value","2022","24 months","50.61302791","Control"
"1732","Control Kanungu","Season2 Value","2018","24 months","80.643405700782751","Control"
"1733","Control Mitooma","Season2 Value","2020","24 months","46.26","Control"
"1734","Control Rubanda","Season2 Value","2021","24 months","127.755707","Control"
"1735","Control Kibaale","Season2 Value","2022","24 months","88.644592299999999","Control"
"1736","Control Kaliro","Season2 Value","2022","24 months","73.2808311","Control"
"1737","Control Kanungu","Season2 Value","2018","24 months","68.598246753246755","Control"
"1738","Control Mitooma","Season2 Value","2020","24 months","57.668002999999999","Control"
"1739","Control Rubanda","Season2 Value","2021","24 months","148.38999999999999","Control"
"1740","Control Kanungu","Season2 Value","2018","24 months","68.03","Control"
"1741","Control Mitooma","Season2 Value","2020","24 months","76.725669139999994","Control"
"1742","Control Kanungu","Season2 Value","2018","24 months","95.105384000000001","Control"
"1743","Control Kanungu","Season2 Value","2018","24 months","105.45","Control"
"1744","Control Kanungu","Perennial Value","2018","24 months","117.36400836036036","Control"
"1745","Control Mitooma","Perennial Value","2020","24 months","122.24485108337799","Control"
"1746","Control Rubanda","Perennial Value","2021","24 months","27.377284","Control"
"1747","Control Kibaale","Perennial Value","2022","24 months","56.935444599999997","Control"
"1748","Control Kaliro","Perennial Value","2022","24 months","10.678376829999999","Control"
"1749","Control Kanungu","Perennial Value","2018","24 months","162.78688328217413","Control"
"1750","Control Mitooma","Perennial Value","2020","24 months","302.17360735983334","Control"
"1751","Control Rubanda","Perennial Value","2021","24 months","9.7860080000000007","Control"
"1752","Control Kibaale","Perennial Value","2022","24 months","67.998878899999994","Control"
"1753","Control Kaliro","Perennial Value","2022","24 months","3.15306066","Control"
"1754","Control Kanungu","Perennial Value","2018","24 months","166.58733089647023","Control"
"1755","Control Mitooma","Perennial Value","2020","24 months","226.06","Control"
"1756","Control Rubanda","Perennial Value","2021","24  months","30.763273000000002","Control"
"1757","Control Kibaale","Perennial Value","2022","24  months","76.260952900000007","Control"
"1758","Control Kaliro","Perennial Value","2022","24  months","26.912741830000002","Control"
"1759","Control Kanungu","Perennial Value","2018","24  months","182.72638414217363","Control"
"1760","Control Mitooma","Perennial Value","2020","24  months","208.95919499999999","Control"
"1761","Control Rubanda","Perennial Value","2021","24  months","35.159999999999997","Control"
"1762","Control Kanungu","Perennial Value","2018","24  months","149.52000000000001","Control"
"1763","Control Mitooma","Perennial Value","2020","24  months","211.67878035000001","Control"
"1764","Control Kanungu","Perennial Value","2018","24  months","170.935802","Control"
"1765","Control Kanungu","Perennial Value","2018","24  months","183.72","Control"
"1766","Control Kanungu","Annual Agric Value","2018","24  months","247.14490133333334","Control"
"1767","Control Mitooma","Annual Agric Value","2020","24  months","200.0532118520787","Control"
"1768","Control Rubanda","Annual Agric Value","2021","24  months","153.78545299999999","Control"
"1769","Control Kibaale","Annual Agric Value","2022","24  months","200.87469189999999","Control"
"1770","Control Kaliro","Annual Agric Value","2022","24  months","146.74327294","Control"
"1771","Control Kanungu","Annual Agric Value","2018","36 months","323.82048364153627","Control"
"1772","Control Mitooma","Annual Agric Value","2020","36 months","405.45791077937855","Control"
"1773","Control Rubanda","Annual Agric Value","2021","36 months","258.42348099999998","Control"
"1774","Control Kibaale","Annual Agric Value","2022","36 months","233.1663538","Control"
"1775","Control Kaliro","Annual Agric Value","2022","36 months","159.11404073","Control"
"1776","Control Kanungu","Annual Agric Value","2018","36 months","308.89166408211491","Control"
"1777","Control Mitooma","Annual Agric Value","2020","36 months","332.61","Control"
"1778","Control Rubanda","Annual Agric Value","2021","36 months","311.694119","Control"
"1779","Control Kibaale","Annual Agric Value","2022","36 months","264.7732565","Control"
"1780","Control Kaliro","Annual Agric Value","2022","36 months","183.03942196","Control"
"1781","Control Kanungu","Annual Agric Value","2018","36 months","355.08997607655505","Control"
"1782","Control Mitooma","Annual Agric Value","2020","36 months","357.45148999999998","Control"
"1783","Control Rubanda","Annual Agric Value","2021","36 months","344.26","Control"
"1784","Control Kanungu","Annual Agric Value","2018","36 months","340.85","Control"
"1785","Control Mitooma","Annual Agric Value","2020","36 months","383.83965978999998","Control"
"1786","Control Kanungu","Annual Agric Value","2018","36 months","439.14744999999999","Control"
"1787","Control Kanungu","Annual Agric Value","2018","36 months","478.51","Control"
"1788","Control Kanungu","Livestock Income","2018","36 months","20.366126126126126","Control"
"1789","Control Mitooma","Livestock Income","2020","36 months","14.201822218819387","Control"
"1790","Control Rubanda","Livestock Income","2021","36 months","7.4497400000000003","Control"
"1791","Control Kibaale","Livestock Income","2022","36 months","14.98259","Control"
"1792","Control Kaliro","Livestock Income","2022","36 months","6.5595980799999998","Control"
"1793","Control Kanungu","Livestock Income","2018","36 months","36.205737066706597","Control"
"1794","Control Mitooma","Livestock Income","2020","36 months","12.894948793612221","Control"
"1795","Control Rubanda","Livestock Income","2021","36 months","1.8145","Control"
"1796","Control Kibaale","Livestock Income","2022","36 months","19.258618599999998","Control"
"1797","Control Kaliro","Livestock Income","2022","36 months","16.876630219999999","Control"
"1798","Control Kanungu","Livestock Income","2018","36 months","28.801506424457244","Control"
"1799","Control Mitooma","Livestock Income","2020","36 months","14.32","Control"
"1800","Control Rubanda","Livestock Income","2021","36 months","4.9812390000000004","Control"
"1801","Control Kibaale","Livestock Income","2022","36 months","24.9852116","Control"
"1802","Control Kaliro","Livestock Income","2022","36 months","31.916419099999999","Control"
"1803","Control Kanungu","Livestock Income","2018","36 months","32.289132604237864","Control"
"1804","Control Mitooma","Livestock Income","2020","36 months","10.592714000000001","Control"
"1805","Control Rubanda","Livestock Income","2021","36 months","9.11","Control"
"1806","Control Kanungu","Livestock Income","2018","36 months","27.55","Control"
"1807","Control Mitooma","Livestock Income","2020","36 months","17.857741099999998","Control"
"1808","Control Kanungu","Livestock Income","2018","36 months","28.035609999999998","Control"
"1809","Control Kanungu","Livestock Income","2018","36 months","13.81","Control"
"1810","Control Kanungu","Livestock Income/ Production","2018","36 months","23.551711711711711","Control"
"1811","Control Mitooma","Livestock Income/ Production","2020","36 months","15.25840287879948","Control"
"1812","Control Rubanda","Livestock Income/ Production","2021","36 months","8.6465200000000006","Control"
"1813","Control Kibaale","Livestock Income/ Production","2022","36 months","20.576466","Control"
"1814","Control Kaliro","Livestock Income/ Production","2022","36 months","7.8896873899999997","Control"
"1815","Control Kanungu","Livestock Income/ Production","2018","36 months","41.862702702702705","Control"
"1816","Control Mitooma","Livestock Income/ Production","2020","48 months","14.266933171324423","Control"
"1817","Control Rubanda","Livestock Income/ Production","2021","48 months","2.0800779999999999","Control"
"1818","Control Kibaale","Livestock Income/ Production","2022","48 months","27.295315299999999","Control"
"1819","Control Kaliro","Livestock Income/ Production","2022","48 months","19.7505411","Control"
"1820","Control Kanungu","Livestock Income/ Production","2018","48 months","31.030866932506278","Control"
"1821","Control Mitooma","Livestock Income/ Production","2020","48 months","15.68","Control"
"1822","Control Rubanda","Livestock Income/ Production","2021","48 months","6.1624699999999999","Control"
"1823","Control Kibaale","Livestock Income/ Production","2022","48 months","34.3517686","Control"
"1824","Control Kaliro","Livestock Income/ Production","2022","48 months","36.831606409999999","Control"
"1825","Control Kanungu","Livestock Income/ Production","2018","48 months","37.333561859193438","Control"
"1826","Control Mitooma","Livestock Income/ Production","2020","48 months","11.841105000000001","Control"
"1827","Control Rubanda","Livestock Income/ Production","2021","48 months","9.86","Control"
"1828","Control Kanungu","Livestock Income/ Production","2018","48 months","30.89","Control"
"1829","Control Mitooma","Livestock Income/ Production","2020","48 months","22.048140140000001","Control"
"1830","Control Kanungu","Livestock Income/ Production","2018","48 months","30.466623999999999","Control"
"1831","Control Kanungu","Livestock Income/ Production","2018","48 months","15.74","Control"
"1832","Control Kanungu","Livestock Value","2018","48 months","99.511351351351351","Control"
"1833","Control Mitooma","Livestock Value","2020","48 months","110.32156802695046","Control"
"1834","Control Rubanda","Livestock Value","2021","48 months","48.271242000000001","Control"
"1835","Control Kibaale","Livestock Value","2022","48 months","69.775051099999999","Control"
"1836","Control Kaliro","Livestock Value","2022","48 months","167.02643846999999","Control"
"1837","Control Kanungu","Livestock Value","2018","48 months","169.10122782061839","Control"
"1838","Control Mitooma","Livestock Value","2020","48 months","117.43638291963201","Control"
"1839","Control Rubanda","Livestock Value","2021","48 months","58.658822000000001","Control"
"1840","Control Kibaale","Livestock Value","2022","48 months","89.377577599999995","Control"
"1841","Control Kaliro","Livestock Value","2022","48 months","201.76508630000001","Control"
"1842","Control Kanungu","Livestock Value","2018","48 months","127.55575247378526","Control"
"1843","Control Mitooma","Livestock Value","2020","48 months","108.41","Control"
"1844","Control Rubanda","Livestock Value","2021","48 months","92.678482000000002","Control"
"1845","Control Kibaale","Livestock Value","2022","48 months","96.997821099999996","Control"
"1846","Control Kaliro","Livestock Value","2022","60 months","223.79863778000001","Control"
"1847","Control Kanungu","Livestock Value","2018","60 months","190.19990840738211","Control"
"1848","Control Mitooma","Livestock Value","2020","60 months","93.930304000000007","Control"
"1849","Control Rubanda","Livestock Value","2021","60 months","111.37","Control"
"1850","Control Kanungu","Livestock Value","2018","60 months","212.66","Control"
"1851","Control Mitooma","Livestock Value","2020","60 months","114.02660218","Control"
"1852","Control Kanungu","Livestock Value","2018","60 months","241.17259000000001","Control"
"1853","Control Kanungu","Livestock Value","2018","60 months","236.56","Control"
"1854","Control Kanungu","PPI","2018","60 months","30.02","Control"
"1855","Control Mitooma","PPI","2020","60 months","32.700000000000003","Control"
"1856","Control Rubanda","PPI","2021","60 months","26.525634","Control"
"1857","Control Kibaale","PPI","2022","60 months","29.267893699999998","Control"
"1858","Control Kaliro","PPI","2022","60 months","33.41471816","Control"
"1859","Control Kanungu","PPI","2018","60 months","27.09","Control"
"1860","Control Mitooma","PPI","2020","60 months","27.63","Control"
"1861","Control Rubanda","PPI","2021","72 months","26.010413","Control"
"1862","Control Kibaale","PPI","2022","72 months","27.387407400000001","Control"
"1863","Control Kaliro","PPI","2022","72 months","30.50698152","Control"
"1864","Control Kanungu","PPI","2018","72 months","29.64","Control"
"1865","Control Mitooma","PPI","2020","72 months","26.14","Control"
"1866","Control Rubanda","PPI","2021","72 months","25.190895999999999","Control"
"1867","Control Kibaale","PPI","2022","72 months","26.598627799999999","Control"
"1868","Control Kaliro","PPI","2022","72 months","28.529758709999999","Control"
"1869","Control Kanungu","PPI","2018","72 months","29.96","Control"
"1870","Control Mitooma","PPI","2020","72 months","25.099267000000001","Control"
"1871","Control Rubanda","PPI","2021","72 months","24.4","Control"
"1872","Control Kanungu","PPI","2018","72 months","29.73","Control"
"1873","Control Mitooma","PPI","2020","72 months","24.157696969700002","Control"
"1874","Control Kanungu","PPI","2018","72 months","27.645143999999998","Control"
"1875","Control Kanungu","PPI","2018","72 months","26.68","Control"
